Gene,log2FC,pvalue,n_g12d,n_wt,FDR
HOXC9 (3225),-0.2189275173497568,0.46321145722027113,13,38,
MAP3K15 (389840),-0.12537858849461161,0.0870873123737235,13,38,
PPA1 (5464),-0.10498503224365585,0.6443513238951681,13,38,
HOXC10 (3226),-0.4116555055860376,0.285273564866062,13,38,
PSMG4 (389362),0.307126060346663,0.18459574732371292,13,38,
BHLHE22 (27319),-0.01827825815625827,0.1202466471614761,13,38,
MAP6D1 (79929),0.006244456412439869,0.9736686045366028,13,38,
ZNF443 (10224),0.06556555116224017,0.7215897578589894,13,38,
CXCR2 (3579),0.07804020226260033,0.2704025837102941,13,38,
DEFB112 (245915),0.0,,13,38,
GREM2 (64388),0.038645744156912853,0.8375765377899858,13,38,
C11orf42 (160298),0.022480602342356354,0.634780178451089,13,38,
SSR4 (6748),-0.15277990891146231,0.34267578738731586,13,38,
CAPS2 (84698),0.5090909241242267,0.07560843392640226,13,38,
ZNF792 (126375),0.20620578459701133,0.38066666718749387,13,38,
CUEDC1 (404093),0.33265600498968606,0.4850759681230393,13,38,
SCRIB (23513),0.18495150134399818,0.5740811950813461,13,38,
KCTD2 (23510),0.14207506504122813,0.49810171497154043,13,38,
D2HGDH (728294),0.460807435784226,0.13114403302315425,13,38,
OXTR (5021),0.27536193758874977,0.24017331890088567,13,38,
CMTR2 (55783),0.020176117662448867,0.9276037784899472,13,38,
OR56B4 (196335),-0.002782129253350682,0.9188041147950412,13,38,
FAM83H (286077),0.5494561075681474,0.11996180949388269,13,38,
GPR62 (118442),0.0019603509017591704,0.8925738652816831,13,38,
OR56A1 (120796),-0.003007351803591437,0.043484658705501764,13,38,
ZNF572 (137209),-0.15476474732538703,0.39640423128802926,13,38,
PITPNB (23760),-0.17938281447359472,0.3375079923083235,13,38,
TCEAL8 (90843),0.3353585313341201,0.32943199906274045,13,38,
OR52E4 (390081),-0.001852350733984158,0.32380587235541813,13,38,
LRRC57 (255252),-0.05869706484604942,0.7206117509482111,13,38,
OR52N2 (390077),-0.009200109296809292,0.28683577709535585,13,38,
MRPL14 (64928),0.07868466206128222,0.49149372506350575,13,38,
GPR137C (283554),0.11057582271882194,0.518816260986828,13,38,
C1orf105 (92346),-0.3250847044671372,0.19228496555346317,13,38,
OR52N1 (79473),-0.007980016595414826,0.12857868891107807,13,38,
BBS12 (166379),0.2626360433726309,0.08249208617764629,13,38,
ZFP82 (284406),0.02815363407761451,0.9104486526791188,13,38,
OR52N5 (390075),-0.007123903518926705,0.22626070750158217,13,38,
LSMEM1 (286006),-0.011778022149389389,0.9307268245936611,13,38,
NQO1 (1728),0.17519821267202929,0.6313933429571419,13,38,
OR56B1 (387748),-0.001852350733984158,0.32380587235541813,13,38,
AEN (64782),0.07740654698634142,0.7813179241446152,13,38,
FKRP (79147),-0.033770925588149314,0.9065694270968245,13,38,
TRAPPC5 (126003),0.10616014014906039,0.6208477042392366,13,38,
RPH3AL (9501),0.19517861300352202,0.5573431985021609,13,38,
SLC25A42 (284439),0.2429006654316812,0.2971368660844645,13,38,
FCRL6 (343413),0.02393245603498473,0.5864090590181572,13,38,
METTL23 (124512),-0.43178104468999656,0.0010840372008225478,13,38,
SLC26A11 (284129),0.25690049137962845,0.5169061355425263,13,38,
HIGD1A (25994),-0.39187273774949727,0.09482552681870667,13,38,
CHRM2 (1129),-0.006057863053733489,0.13826842973018222,13,38,
OR52N4 (390072),0.000586353923711088,0.9326745307086957,13,38,
MAPK15 (225689),0.39060025168504175,0.3707294002497743,13,38,
EHMT1 (79813),0.18366312694062525,0.505245948515378,13,38,
ADIPOQ (9370),-0.0007480974280556964,0.7301540829622051,13,38,
F2R (2149),-0.028414621631206893,0.9338951120579486,13,38,
ZNF707 (286075),0.07256471584782709,0.7635484181954726,13,38,
MUC16 (94025),1.0216010243033022,0.12191374351861342,13,38,
NPM1 (4869),-0.21936502162964544,0.2300771300344653,13,38,
PJA1 (64219),0.28828744040382004,0.4278095523655069,13,38,
DHTKD1 (55526),0.285296377319578,0.24978687714669365,13,38,
PENK (5179),-0.0810047077347428,0.2774764133698331,13,38,
C4orf50 (389197),-0.0008531026480837786,0.8195769686768419,13,38,
H2AW (92815),0.23032757361640854,0.40554340517688625,13,38,
ZNF746 (155061),0.14239929459742084,0.5137066353887441,13,38,
POLR2A (5430),0.38284882157499567,0.24809126082586733,13,38,
TMEM132C (92293),-0.020863601295894024,0.4052055455691893,13,38,
SLC25A41 (284427),-0.040772179790017654,0.4538437663932601,13,38,
TLCD5 (219902),-0.13928902224848583,0.6791204950854741,13,38,
OR5AK2 (390181),0.01742373306220613,0.3370490579535844,13,38,
FRAT2 (23401),-0.04262223010677246,0.8529783364800478,13,38,
TMEM102 (284114),0.2796322950211647,0.18695638580152396,13,38,
TMEM132E (124842),-0.0004649525615527221,0.988355268166744,13,38,
ZNF322 (79692),0.05030462301754479,0.7509040826131144,13,38,
NME9 (347736),0.05397607007718852,0.6254338164167279,13,38,
SPEM1 (374768),-0.005991980159400237,0.7023699798568626,13,38,
HEPHL1 (341208),0.18059366035770447,0.5110783868302053,13,38,
LRRC75A (388341),0.6230757507186313,0.08842877490756827,13,38,
OR5M8 (219484),0.0,,13,38,
CCL13 (6357),-0.005960750784438939,0.32380587235541813,13,38,
CFAP65 (255101),-0.06546781634368351,0.43944649944984215,13,38,
DDX60L (91351),1.0090908567589891,0.03379831132341057,13,38,
SYNE4 (163183),0.8635379597550221,0.11822370214821908,13,38,
OGFOD3 (79701),0.10593169962815718,0.5892261830571219,13,38,
WASHC1 (100287171),0.12964627071644186,0.6070786977562895,13,38,
UTS2R (2837),0.029994507277464,0.5782863764513846,13,38,
AATK (9625),0.11179660263790225,0.806548600220014,13,38,
DDN (23109),-0.4625146415256516,0.024751000002398004,13,38,
SAGE1 (55511),0.01968349732779105,0.5388604399293222,13,38,
ZNF467 (168544),-0.011581509840932314,0.9720997954783166,13,38,
SOX2 (6657),-0.6121181687822108,0.21925292173918204,13,38,
ZNF678 (339500),0.08476899951745764,0.6984418393415284,13,38,
TMEM45A (55076),0.6612605400807597,0.13284420490130594,13,38,
RAP2B (5912),0.2462270083482303,0.19023399142219644,13,38,
ZBTB2 (57621),-0.15486229378463667,0.3402543612331965,13,38,
RNF135 (84282),0.665017808890771,0.043300726322921305,13,38,
OR6T1 (219874),-0.010189954318893437,0.07326119955147209,13,38,
ACBD4 (79777),0.25119903647491926,0.3702653155283776,13,38,
OR8D4 (338662),-0.0007555417356352632,0.16004928081560948,13,38,
SGSH (6448),0.21425747641002735,0.607995739302453,13,38,
MAB21L2 (10586),-0.011600470241303878,0.21622382616155128,13,38,
FANCB (2187),-0.2166684802772325,0.17239541890637072,13,38,
EDDM3B (64184),-0.042839130155131494,0.3151983909184464,13,38,
SETD2 (29072),-0.11618189719607308,0.5021780593504298,13,38,
EDDM3A (10876),-0.03443810309664901,0.23573835517126784,13,38,
TMIE (259236),0.18733420700166808,0.31019296789991585,13,38,
MEX3D (399664),0.43397619068025284,0.12132942120837611,13,38,
OR52D1 (390066),0.010995316856537849,0.4129900781954826,13,38,
MRPS23 (51649),-0.035895099384312346,0.7897465736532787,13,38,
OR52H1 (390067),-0.004888263466215586,0.18664477910231445,13,38,
FDCSP (260436),-0.0042621247406387786,0.922266316869419,13,38,
GPR135 (64582),-0.011989173992863478,0.928340766919449,13,38,
SLX1B (79008),-0.0075053336209074395,0.9769391923130988,13,38,
ANKRD62 (342850),-0.02245123007652821,0.16859867871671388,13,38,
P2RY13 (53829),-0.0026369521927566263,0.032736233726502,13,38,
TNFSF15 (9966),0.9307645777238782,0.09612969587463234,13,38,
ZFP41 (286128),-0.0856296482137684,0.7599881278377796,13,38,
PHLDA2 (7262),0.24703815602725587,0.530850303971601,13,38,
ATG9B (285973),0.7933024966695927,0.1048603766097615,13,38,
GPR88 (54112),-4.702539708264803e-05,0.9809902547044915,13,38,
ZNF875 (284459),-0.22911094573315083,0.6393600100110133,13,38,
PLAG1 (5324),-0.2106974039203301,0.3789136024339539,13,38,
OR8H1 (219469),0.0,,13,38,
OR5T1 (390155),0.0,,13,38,
YIPF6 (286451),-0.04024839255585144,0.8220252851279745,13,38,
OR5T2 (219464),-0.003712207767737847,0.14112040416058746,13,38,
ZBTB20 (26137),0.018099174622561,0.8911378804636958,13,38,
OR2Z1 (284383),-0.0003777708678176316,0.32380587235541847,13,38,
DIPK2A (205428),0.09162585073192187,0.7781023642238237,13,38,
MACIR (90355),0.2031433681546404,0.3686353558935117,13,38,
OR8K5 (219453),0.0,,13,38,
AMIGO1 (57463),0.40601828064471746,0.08247697361237911,13,38,
OR8H3 (390152),0.0,,13,38,
OR8H2 (390151),0.0,,13,38,
GPR3 (2827),-0.07280232645521956,0.7764096680199432,13,38,
TMEM252 (169693),-0.17826093504342433,0.021529679273678562,13,38,
ODF3L2 (284451),0.12643727313263886,0.11317361237653088,13,38,
OR5AS1 (219447),0.0,,13,38,
ACTL9 (284382),-0.0007518197946518657,0.32380587235541847,13,38,
SIAH2 (6478),-0.18388707163974027,0.22441158463005492,13,38,
COPG1 (22820),-0.028656576199618478,0.8501734051351263,13,38,
ADGRB1 (575),0.42843481942223305,0.1974438641002698,13,38,
OR6S1 (341799),-0.002598288749888292,0.5034272712926595,13,38,
SLC9A9 (285195),-0.05467299821189148,0.648976922479352,13,38,
LSM10 (84967),0.09592355892422333,0.5714577964061816,13,38,
RELL1 (768211),-0.16157021296173113,0.5093223720094365,13,38,
RFX7 (64864),0.11982119775382749,0.6488573925769747,13,38,
SLC35C1 (55343),0.3131570508466748,0.13823853516631673,13,38,
TIGIT (201633),-0.06819053513044485,0.2147843596629061,13,38,
RNF41 (10193),0.07839490439827745,0.6545755004539764,13,38,
SLC2A4 (6517),-0.17773147641406284,0.29649139050708573,13,38,
FTMT (94033),-0.008774308782241889,0.2254015076422242,13,38,
IBA57 (200205),0.393405110914411,0.15558881208373065,13,38,
CLDN7 (1366),0.6848688424694549,0.11136536187392711,13,38,
ZNF329 (79673),-0.38444624840059394,0.17991001266921117,13,38,
ZNF101 (94039),-0.04681337807360464,0.7484531462862848,13,38,
OR4C6 (219432),0.039782986366203824,0.5391328282990703,13,38,
C5orf24 (134553),0.09776182390638333,0.5942464946245576,13,38,
ADO (84890),-0.1481895985413395,0.3459350257895957,13,38,
COA4 (51287),-0.17874688747480327,0.11216966228605928,13,38,
OR4P4 (81300),0.0,,13,38,
PRKAG1 (5571),0.12994544936827168,0.4305446412624977,13,38,
GINS3 (64785),0.04372757814904471,0.8617417374566492,13,38,
OR4C15 (81309),0.0,,13,38,
OR4A15 (81328),0.0,,13,38,
OR4A16 (81327),-0.010494424937730763,0.27188760721960814,13,38,
OR52K2 (119774),0.0021976270920593,0.3370490579535843,13,38,
NEUROG1 (4762),-0.000798774658395395,0.7761407758690229,13,38,
CCDC149 (91050),0.5027534950037047,0.18901107758866678,13,38,
MRPS11 (64963),0.024948424972897953,0.8839739187012736,13,38,
SNRPE (6635),0.09669594838088358,0.5335683521306087,13,38,
RTKN2 (219790),0.21711862658705616,0.36587424402269497,13,38,
PNMA8A (55228),-0.07439302361349628,0.15488137309621408,13,38,
CHST15 (51363),-0.38017832281490227,0.5079884274977186,13,38,
ADIG (149685),-0.0041002998458218075,0.08571917428759215,13,38,
USH1G (124590),-0.008010387820256426,0.9543806827074842,13,38,
MGAT4C (25834),-0.04833449437282726,0.26302742643905114,13,38,
TRIM49B (283116),-0.039947852157683254,0.23311719529969882,13,38,
IDH2 (3418),0.3793349307389091,0.4127742079539909,13,38,
OR52A1 (23538),0.0,,13,38,
OR6B2 (389090),0.0021222425371469605,0.8596343441064316,13,38,
TMEM259 (91304),0.2790403667135788,0.33433706848108324,13,38,
GET1 (7485),-0.2209919497527677,0.21118365758718077,13,38,
TNRC18 (84629),0.17200881080895947,0.6026449078079636,13,38,
FAM181B (220382),0.01755548527777861,0.6770186368179775,13,38,
TMEM30B (161291),0.3025647055204925,0.2882193045840299,13,38,
DEXI (28955),0.1979343661853159,0.19889399195736943,13,38,
ZNF716 (441234),0.24199506125428955,0.1427334378043716,13,38,
NOP10 (55505),-0.08612781264434943,0.6351429327501483,13,38,
FAM89A (375061),-0.08042641282063645,0.7699024894180064,13,38,
KCNIP1 (30820),-0.005088877050230367,0.5730092210026974,13,38,
TDRKH (11022),0.10310935026942492,0.6142141399117759,13,38,
ZNF708 (7562),-0.0993044189012191,0.670469525617057,13,38,
IST1 (9798),0.06307552880070322,0.6907168237704047,13,38,
ERCC6L2 (375748),-0.12143671282691271,0.5034289284928353,13,38,
MRPL41 (64975),-0.061387995521551275,0.831558589058864,13,38,
ENPP7 (339221),0.010855879985926369,0.4780032288485879,13,38,
CREB3L2 (64764),-0.3339405494661154,0.16203990434581036,13,38,
P2RY8 (286530),0.010560827986406514,0.6407449714336548,13,38,
UNC5C (8633),-0.01251780798165154,0.31595119746742156,13,38,
MRGPRG (386746),0.008207885130946222,0.5086275306481578,13,38,
TSEN54 (283989),0.06874591520085627,0.7566516918936457,13,38,
RGMA (56963),0.17051917851572762,0.4902374931304738,13,38,
ASB18 (401036),0.004570855713243664,0.779914443521863,13,38,
UBA7 (7318),0.7910652334639074,0.10143396698015393,13,38,
MRPS16 (51021),0.11365709617054076,0.40617063015903376,13,38,
SHISAL2A (348378),-0.08072908246611146,0.13585911602147682,13,38,
RAD51B (5890),0.04325773554317269,0.8293468432917357,13,38,
CRYGB (1419),-0.0014890402201675659,0.32380587235541813,13,38,
LDOC1 (23641),-0.40885674062072375,0.07729594043749252,13,38,
ARL6IP4 (51329),0.16549188550496208,0.26043968189397093,13,38,
EXT1 (2131),0.23402732002600324,0.26662589403668957,13,38,
SHMT2 (6472),-0.3986195254022702,0.07854716227512133,13,38,
MOB2 (81532),0.005048284420202442,0.9706901630246731,13,38,
HHIPL1 (84439),0.039157434763008384,0.6532548411743189,13,38,
ATP6AP2 (10159),0.10384906277020622,0.5208036653349999,13,38,
ZAR1 (326340),0.10385753083119897,0.22733555191142749,13,38,
CYB5D1 (124637),0.25070510214656494,0.4445602035438876,13,38,
FAM153B (202134),0.24477073537530158,0.2584899581340297,13,38,
BACE2 (25825),0.7629020139819085,0.08809299176388977,13,38,
UBE2E2 (7325),0.17445783532163972,0.7869704485950443,13,38,
SYNM (23336),0.4083273245660548,0.26350378983044964,13,38,
KCNA4 (3739),-0.008841030901855316,0.5459952812710579,13,38,
GABRG3 (2567),-0.07485891273678788,0.14391829495299277,13,38,
NLRP10 (338322),0.11998637720336303,0.2666487238753797,13,38,
FIGN (55137),-0.0698225409510807,0.692486555806368,13,38,
IZUMO1 (284359),-0.3025427699515509,0.01642761623679765,13,38,
TMIGD1 (388364),-0.017730312224197367,0.6378944019295156,13,38,
B4GALNT4 (338707),0.5184176191164296,0.4714158205465112,13,38,
AP1S2 (8905),-0.10094455292952009,0.7486421826428078,13,38,
C8orf33 (65265),-0.3347672948262552,0.08354081940266365,13,38,
DCAF4L1 (285429),0.06621949304585784,0.4527104404624397,13,38,
SPACA6 (147650),-0.14245253561507165,0.7514923681530219,13,38,
MBD3L3 (653657),-0.018575060786556345,0.22466811824486785,13,38,
ZSCAN22 (342945),-0.03043585823192041,0.8135482874289859,13,38,
KCNJ14 (3770),-0.213959941911533,0.1735208187020029,13,38,
FBXL6 (26233),0.24035943686363304,0.42283010849628155,13,38,
C1S (716),-0.500686526953027,0.06604860540640291,13,38,
GLTPD2 (388323),-0.05682723775021803,0.7738126116357568,13,38,
KIAA2012 (100652824),-0.026819385216792863,0.6198999210841645,13,38,
PRAMEF8 (391002),-0.024829968544200085,0.22415595758364013,13,38,
LIPF (8513),-0.02222471474414473,0.4134542174590896,13,38,
OR5P3 (120066),0.01818701791653759,0.4904571014206641,13,38,
DAOA (267012),-0.007406084131463426,0.25119707167276706,13,38,
ZNF804B (219578),0.005100189871048877,0.20524890282245173,13,38,
KBTBD3 (143879),-0.032747310732235135,0.840636124928067,13,38,
YBEY (54059),-0.05732258445189142,0.7871304061936967,13,38,
CLN8 (2055),0.009322855669080088,0.9701174581260906,13,38,
PLCXD1 (55344),0.40561755443943426,0.2540818484729336,13,38,
NXPH4 (11247),-1.1472930380000448,0.00011803957270134465,13,38,
CACNB4 (785),-0.17632476681560305,0.1750875630530821,13,38,
IFNL1 (282618),0.38505342877311344,0.08800966323741145,13,38,
TRAPPC6B (122553),-0.08492195832630989,0.6285386777339794,13,38,
PGBD4 (161779),-0.1930186379125367,0.21081677162345283,13,38,
CDY2A (9426),-0.0029218766418090503,0.32380587235541836,13,38,
NPLOC4 (55666),0.09674090764558407,0.6530757478610936,13,38,
OTOL1 (131149),-0.0230030997950199,0.2245781808567888,13,38,
KCNK4 (50801),0.015976728277462063,0.2894534248786392,13,38,
TEX19 (400629),-0.20861923664200932,0.07291005855433287,13,38,
TSHZ2 (128553),-0.22689543034922957,0.1097831985763261,13,38,
CAPN12 (147968),-0.3733072846717522,0.297847196881878,13,38,
EXOC7 (23265),0.22830218495007326,0.4287675905011755,13,38,
KPNA2 (3838),0.2540943249353935,0.11163398929016531,13,38,
XKRX (402415),0.4439733049422392,0.17480631034745803,13,38,
BGN (633),-0.6281994517831871,0.007000424954755609,13,38,
CEP97 (79598),0.14154058198829977,0.5432509171121618,13,38,
LHFPL1 (340596),-0.0150255264754659,0.4995871785219631,13,38,
FES (2242),-0.12863589708380363,0.603529067211146,13,38,
GLRX5 (51218),0.013790420659860914,0.9307913140071605,13,38,
FAM104B (90736),0.005004624370125388,0.9807634710772125,13,38,
TBPL2 (387332),-0.0022339476447244743,0.668275730707248,13,38,
CAV3 (859),-0.006956704559287291,0.48685264258815064,13,38,
MXRA7 (439921),-0.4483050084209541,0.37728432902403297,13,38,
LIMK2 (3985),0.09842190526665018,0.7914136072119287,13,38,
MFSD5 (84975),0.2725454509302683,0.09856178379340744,13,38,
RNASE10 (338879),0.0378601791517848,0.6024464487794835,13,38,
ADI1 (55256),0.16263608271030172,0.29535947599979073,13,38,
RWDD4 (201965),-0.052545870590459565,0.722229629966894,13,38,
SPNS3 (201305),0.6919641230662636,0.029933139490867212,13,38,
CLEC4G (339390),-0.0003777708678176316,0.32380587235541847,13,38,
SATB1 (6304),-0.2141661457559656,0.6172421836489431,13,38,
NXPH3 (11248),0.038359618028480647,0.8414076754190601,13,38,
CSF1R (1436),-0.03563034533797288,0.7073805505899433,13,38,
EPHB3 (2049),0.6971106782920562,0.3594508465266031,13,38,
VCX (26609),0.3934667007043755,0.4955075630324971,13,38,
EPGN (255324),0.04594817282721039,0.7758624146200612,13,38,
KRTAP11-1 (337880),-1.4590402374239485e-05,0.996292168834739,13,38,
SNORC (389084),0.11157641389309791,0.7411618212815477,13,38,
HS3ST4 (9951),-0.03133770404831182,0.14137352649533733,13,38,
TRAK1 (22906),-0.10419529973282948,0.6639606680619186,13,38,
TSPAN10 (83882),-0.10434622565068297,0.5702404375353307,13,38,
OR2V2 (285659),0.0028950502326456963,0.28487767922689555,13,38,
PLCB1 (23236),-0.06019769568270794,0.9013146462561606,13,38,
SKA2 (348235),-0.27778334016175776,0.22406973388978887,13,38,
RXFP3 (51289),-0.02718956239424925,0.2964445768397907,13,38,
OR10G7 (390265),-0.008856578884959165,0.38241592819329506,13,38,
NDN (4692),-0.36663226634582297,0.04663652528818355,13,38,
CCDC172 (374355),-0.0007846010331596963,0.5696902878660673,13,38,
NTM (50863),-0.3122674398912873,0.1374239346691674,13,38,
TTC3 (7267),-0.0132370820468104,0.9607170222693204,13,38,
KCNB2 (9312),-0.1591224350272158,0.20886921778294187,13,38,
PPP1R27 (116729),0.00964876690174546,0.8937168006775147,13,38,
BRICD5 (283870),0.02215749113412624,0.950011718744167,13,38,
GALR2 (8811),-0.05719229863078873,0.2972995561210545,13,38,
RESP18 (389075),0.002749200805186441,0.6901319377394401,13,38,
IGIP (492311),0.19017453517388394,0.23162581256817039,13,38,
TSKU (25987),0.37209001138452,0.2132423133419955,13,38,
CMC4 (100272147),0.014542322389083484,0.938619196014054,13,38,
ANXA2 (302),0.24570346440718538,0.41188587678557975,13,38,
RGS6 (9628),0.11832908388929214,0.586238444806142,13,38,
HOXB4 (3214),0.8112114562696486,0.05835585418301341,13,38,
SLC35D3 (340146),-0.16562217395233336,0.6405906206697864,13,38,
PAQR7 (164091),0.38571742335877657,0.3914707375763684,13,38,
PAPPA (5069),0.06619212002361191,0.759783167363089,13,38,
MAFA (389692),-0.049008366758418256,0.49932033043608637,13,38,
NGRN (51335),-0.03637775327253401,0.809966876414292,13,38,
GRID1 (2894),-0.0854516921949528,0.19772086502477498,13,38,
RPS17 (6218),-0.36374611157135917,0.024056764260757462,13,38,
HCAR2 (338442),-0.23177972823760196,0.13092098452491546,13,38,
OR2T29 (343563),-0.0003777708678176316,0.32380587235541847,13,38,
CCDC87 (55231),-0.011470484606545539,0.9051982916021,13,38,
GSTA5 (221357),0.0,,13,38,
C1orf116 (79098),1.1433109430909059,0.006172960000791978,13,38,
MAGEB17 (645864),0.12186059958759565,0.6930011358446027,13,38,
CRIP2 (1397),0.48296717660887856,0.46275339432621976,13,38,
DDX28 (55794),-0.077553554833663,0.6380663823595307,13,38,
KRTAP13-2 (337959),0.005477960738866508,0.17429840057025756,13,38,
ACBD3 (64746),0.25750291693449423,0.2141715707681009,13,38,
C16orf72 (29035),-0.09078178628104672,0.6360055901757017,13,38,
PLCXD3 (345557),-0.11399649572367435,0.29464618229247613,13,38,
VMO1 (284013),-0.0032907221420006016,0.9741990528659993,13,38,
OR4F15 (390649),-1.7966099558214873e-05,0.9909568232852367,13,38,
ALG12 (79087),0.33639120363568153,0.19543675483276818,13,38,
LCK (3932),-0.25106744018227856,0.6468668152458555,13,38,
GALNT9 (50614),0.3000698802540128,0.4430291231708329,13,38,
COL18A1 (80781),0.07724098546902147,0.8889214325574903,13,38,
RBM10 (8241),-0.07912419622125277,0.7186695121338197,13,38,
ADGRG3 (222487),-0.019987614994695896,0.5709549867822096,13,38,
GLUD2 (2747),0.02804938952692726,0.8480372000154734,13,38,
TMEM95 (339168),0.0,,13,38,
TCHHL1 (126637),0.005335736032623828,0.4530674609942582,13,38,
RPL35A (6165),-0.4153648485859591,0.010329242987993942,13,38,
RGS7 (6000),0.1355844471512722,0.6395511919768744,13,38,
SLC25A18 (83733),0.08553142142582018,0.27884493126311627,13,38,
ZNF721 (170960),0.2062130145339398,0.389729527791729,13,38,
TCEAL7 (56849),-0.026937221357800287,0.21253186418972972,13,38,
C11orf54 (28970),0.12926100834184506,0.6254383870288158,13,38,
CEP63 (80254),-0.17110031442622642,0.29578103381057924,13,38,
WFDC10B (280664),0.15658915452084501,0.2374535302608503,13,38,
SRPRA (6734),0.20439638615042455,0.23737849642543873,13,38,
OTOP3 (347741),-0.09263548250185752,0.3301690967347797,13,38,
EWSR1 (2130),-0.04827622666831033,0.7805558120885198,13,38,
ODF3L1 (161753),-0.07941204305034304,0.16564513032909176,13,38,
HMGN4 (10473),-0.0872953399972296,0.4376594792154791,13,38,
SPATA13 (221178),-0.2256671487314219,0.4721229815574939,13,38,
GJC1 (10052),0.2441693496238566,0.6255744105301633,13,38,
SOX1 (6656),0.018786529038714778,0.80701194401647,13,38,
CNOT10 (25904),-0.12883614081594086,0.44635142890033674,13,38,
MTA1 (9112),0.13310089109739298,0.6731578241360527,13,38,
ZNF662 (389114),-0.09889286975682121,0.418191809572923,13,38,
CADM1 (23705),-1.2811977428525605,0.010273029313796185,13,38,
ZNF320 (162967),-0.21764237336875292,0.6530694513287261,13,38,
C12orf60 (144608),-0.10779859680029502,0.46811715795683173,13,38,
PYCR1 (5831),0.029818568703513293,0.897998674945312,13,38,
NAA38 (84316),0.3232059958732547,0.2978295040535549,13,38,
SPNS2 (124976),0.9626287175147432,0.11596225241989634,13,38,
MCEMP1 (199675),0.01933800363508484,0.6366402885503608,13,38,
AP2A2 (161),-0.07970632306996439,0.6991332382550551,13,38,
SLC8A1 (6546),-0.043515828338409834,0.6738097785349295,13,38,
OR1G1 (8390),-0.00040654343657672365,0.8915390870631157,13,38,
SLC25A21 (89874),0.30052329881745354,0.30896790325350265,13,38,
OTOP2 (92736),-0.01248123156790197,0.8791670968522518,13,38,
CYLC1 (1538),0.0007264824381108299,0.5430339660712942,13,38,
PCP4 (5121),0.05084424722461289,0.9400762952270214,13,38,
ABAT (18),0.24435974380146686,0.5245862636614245,13,38,
SLC25A10 (1468),0.36525992431663923,0.15505706424166818,13,38,
CAMK1D (57118),-0.2458413573080298,0.44891347156496963,13,38,
RGPD6 (729540),0.24813675854292816,0.4405220436348558,13,38,
LYSMD4 (145748),0.022403939050485988,0.9207689876972296,13,38,
WBP2NL (164684),0.060957632374661064,0.6631672406847465,13,38,
IGSF5 (150084),0.0029265259378474517,0.970937867760544,13,38,
NKX2-5 (1482),-0.2746855089548297,0.06016726471059128,13,38,
AFMID (125061),-0.19954482487553804,0.3363655600190055,13,38,
GAS6 (2621),0.9948264706885324,0.10022846415993393,13,38,
FREM3 (166752),0.05093793326125405,0.1477852086832573,13,38,
NEB (4703),-0.08857965013206393,0.8295951747127457,13,38,
BEGAIN (57596),-0.2669967293132859,0.22919883168148197,13,38,
GPC6 (10082),-0.1802000518213157,0.04017894192593279,13,38,
ARHGEF37 (389337),0.645070731083567,0.04149774057331762,13,38,
FAM43B (163933),-0.050091996220994854,0.0839862088915278,13,38,
CSMD1 (64478),-0.13831422150920913,0.19040587199249276,13,38,
CALHM3 (119395),-0.0018609018741257977,0.9871680127477083,13,38,
PTGDR2 (11251),-0.10852470449645876,0.40638039350030875,13,38,
CEP57L1 (285753),-0.34470863614760194,0.12672866040934835,13,38,
RIPPLY3 (53820),-0.08203127366739643,0.5064171159097935,13,38,
GPR19 (2842),-0.16275780843124665,0.40771289731828,13,38,
GJD3 (125111),0.08814066070857762,0.637374497984539,13,38,
RABIF (5877),0.33443579265594714,0.009969807062131764,13,38,
TMEM119 (338773),-0.016691588757133485,0.37181796087004026,13,38,
FANCF (2188),-0.014436682764964903,0.9225584112862313,13,38,
CALN1 (83698),-0.02261554955641048,0.3016132440597697,13,38,
SMDT1 (91689),-0.024451094629547754,0.9004861460621221,13,38,
GABRR3 (200959),0.0021976270920593,0.3370490579535841,13,38,
C2CD4C (126567),-0.09966516746316584,0.5849341649888244,13,38,
CHST6 (4166),0.09011952168685777,0.6138601407300476,13,38,
POTEC (388468),-0.003680343260518508,0.4284958163134943,13,38,
RUVBL2 (10856),0.01742875184763637,0.9039857991262329,13,38,
GDPGP1 (390637),-0.014982007286762355,0.8988028790251719,13,38,
CTNNA3 (29119),-0.036303251837037906,0.3075229453340719,13,38,
RIMBP3C (150221),-0.012086585175074313,0.19171259080108347,13,38,
PRR36 (80164),-0.07155750888331214,0.7579724710674716,13,38,
OR51B4 (79339),0.2204006395487323,0.1162802090430668,13,38,
PTTG1IP (754),0.31572700776738927,0.23250047920703204,13,38,
DDX41 (51428),0.2791971678420593,0.11773758082582246,13,38,
ABHD16B (140701),-0.3782582202722096,0.003255574424442073,13,38,
OR52E8 (390079),-0.0022408600148194316,0.18261496668152308,13,38,
CCDC60 (160777),0.5242210161298101,0.0807389538187646,13,38,
PLGLB1 (5343),0.16919174507591328,0.44565607308767397,13,38,
DAZAP2 (9802),0.11450555063502588,0.44275560261987357,13,38,
CCBE1 (147372),0.12810999465465847,0.6212465561628777,13,38,
SELENOF (9403),-0.094046608524744,0.508185631593588,13,38,
OR5P2 (120065),0.04357023415323713,0.30298060100113994,13,38,
FAM9A (171482),-0.008854397028816175,0.5152360176627735,13,38,
MAGEA2B (266740),0.8275421314679388,0.1834431672380258,13,38,
TMEM121B (27439),-0.25755102760655446,0.016456497525181753,13,38,
ZNF623 (9831),-0.24959070867565503,0.20607772443693054,13,38,
